flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
F91396,F9,DAD,ORD,2025-07-23 14:33:00,2025-07-23 14:41:00,2025-07-24 18:57:00,2025-07-24 19:09:00,8,,13649.1,Cloudy,2,7,0
AA2266,AA,MIA,SGN,2025-07-30 17:04:00,2025-07-30 17:06:00,2025-07-31 19:58:00,2025-07-31 20:00:00,2,,12940.1,Rain,2,7,0
UA3203,UA,MIA,DEN,2025-03-24 08:43:00,2025-03-24 08:43:00,2025-03-24 12:47:00,2025-03-24 12:43:00,0,,1942.3,Cloudy,0,3,0
AA3155,AA,DAD,DFW,2025-07-15 14:02:00,2025-07-15 14:26:00,2025-07-16 19:36:00,2025-07-16 19:56:00,24,Late Aircraft,14209.2,Snow,1,7,1
AA7609,AA,SEA,DAD,2025-02-19 20:57:00,2025-02-19 20:57:00,2025-02-21 06:32:00,2025-02-21 06:37:00,0,,16052.0,Cloudy,2,2,0
AS1845,AS,DEN,MIA,2025-11-08 08:58:00,2025-11-08 10:51:00,2025-11-08 13:01:00,2025-11-08 14:56:00,113,Carrier Delay,1942.3,Rain,5,11,1
VJ9314,VJ,LAX,MIA,2025-10-21 16:15:00,2025-10-21 16:22:00,2025-10-21 21:50:00,2025-10-21 21:52:00,7,,2689.7,Clear,1,10,0
F97418,F9,SGN,LAX,2025-07-03 12:06:00,2025-07-03 13:13:00,2025-07-04 20:36:00,2025-07-04 21:45:00,67,Late Aircraft,15610.9,Snow,3,7,1
B68361,B6,ORD,SGN,2025-05-28 05:03:00,2025-05-28 05:07:00,2025-05-29 09:18:00,2025-05-29 09:20:00,4,,13595.6,Clear,2,5,0
AA3316,AA,JFK,HAN,2025-10-27 11:56:00,2025-10-27 14:40:00,2025-10-28 14:02:00,2025-10-28 16:44:00,164,Carrier Delay,12463.6,Rain,0,10,1
DL4551,DL,SEA,DEN,2025-08-09 05:42:00,2025-08-09 05:42:00,2025-08-09 08:23:00,2025-08-09 08:21:00,0,,1324.8,Cloudy,5,8,0
F94765,F9,DAD,ORD,2025-05-11 18:56:00,2025-05-11 18:56:00,2025-05-12 23:32:00,2025-05-12 23:30:00,0,,13649.1,Snow,6,5,0
UA1715,UA,ATL,DEN,2025-12-03 17:01:00,2025-12-03 17:02:00,2025-12-03 19:59:00,2025-12-03 19:55:00,1,,1461.3,Rain,2,12,0
B63573,B6,SFO,BOS,2025-05-02 12:25:00,2025-05-02 12:25:00,2025-05-02 19:55:00,2025-05-02 19:54:00,0,,3559.6,Clear,4,5,0
AS9006,AS,BOS,LAX,2025-11-15 16:58:00,2025-11-15 16:58:00,2025-11-15 23:58:00,2025-11-16 00:02:00,0,,3321.7,Rain,5,11,0
AA5139,AA,JFK,MIA,2025-04-08 20:40:00,2025-04-08 21:19:00,2025-04-08 22:53:00,2025-04-08 23:37:00,39,Security,1118.5,Rain,1,4,1
B61073,B6,HAN,SFO,2025-10-08 17:09:00,2025-10-08 17:57:00,2025-10-10 01:57:00,2025-10-10 02:49:00,48,Air Traffic Control,15785.4,Clear,2,10,1
AS4589,AS,SFO,LAX,2025-06-22 17:35:00,2025-06-22 17:35:00,2025-06-22 18:35:00,2025-06-22 18:30:00,0,,373.5,Clear,6,6,0
NK7579,NK,HAN,BOS,2025-04-19 13:58:00,2025-04-19 13:59:00,2025-04-20 15:43:00,2025-04-20 15:39:00,1,,12287.3,Rain,5,4,0
F95472,F9,ORD,MIA,2025-03-28 15:47:00,2025-03-28 15:50:00,2025-03-28 18:24:00,2025-03-28 18:23:00,3,,1233.9,Rain,4,3,0
VN6570,VN,MIA,SEA,2025-02-02 06:27:00,2025-02-02 06:33:00,2025-02-02 13:08:00,2025-02-02 13:19:00,6,,3261.8,Clear,6,2,0
VN4228,VN,ORD,DAD,2025-01-28 17:12:00,2025-01-28 17:12:00,2025-01-29 21:30:00,2025-01-29 21:31:00,0,,13649.1,Clear,1,1,0
VJ8400,VJ,MIA,JFK,2025-04-16 06:21:00,2025-04-16 06:41:00,2025-04-16 08:32:00,2025-04-16 08:57:00,20,Carrier Delay,1118.5,Snow,2,4,1
NK3359,NK,DAD,SEA,2025-04-14 08:28:00,2025-04-14 09:49:00,2025-04-15 17:47:00,2025-04-15 19:06:00,81,Weather,16052.0,Clear,0,4,1
DL1404,DL,BOS,MIA,2025-07-03 16:03:00,2025-07-03 16:22:00,2025-07-03 18:44:00,2025-07-03 19:04:00,19,Late Aircraft,1310.3,Rain,3,7,1
F99356,F9,SGN,BOS,2025-11-15 20:51:00,2025-11-15 20:51:00,2025-11-16 22:54:00,2025-11-16 22:50:00,0,,12450.4,Clear,5,11,0
VN464,VN,SFO,LAX,2025-01-20 23:09:00,2025-01-20 23:09:00,2025-01-21 00:09:00,2025-01-21 00:07:00,0,,373.5,Clear,0,1,0
NK5302,NK,SGN,SEA,2025-10-18 20:03:00,2025-10-18 20:03:00,2025-10-20 05:25:00,2025-10-20 05:28:00,0,,15999.2,Clear,5,10,0
F9150,F9,DAD,ATL,2025-03-25 18:27:00,2025-03-25 18:27:00,2025-03-26 22:21:00,2025-03-26 22:20:00,0,,13346.6,Clear,1,3,0
F97052,F9,ORD,DEN,2025-10-13 09:57:00,2025-10-13 09:57:00,2025-10-13 12:20:00,2025-10-13 12:22:00,0,,1166.1,Snow,0,10,0
WN1365,WN,DAD,SFO,2025-08-08 08:42:00,2025-08-08 09:27:00,2025-08-09 18:09:00,2025-08-09 18:59:00,45,Air Traffic Control,15979.4,Clear,4,8,1
VJ1944,VJ,MIA,DFW,2025-10-30 18:50:00,2025-10-30 20:33:00,2025-10-30 21:22:00,2025-10-30 23:05:00,103,Air Traffic Control,1255.6,Clear,3,10,1
DL2137,DL,DAD,ATL,2025-01-01 14:11:00,2025-01-01 14:11:00,2025-01-02 17:55:00,2025-01-02 17:51:00,0,,13346.6,Snow,2,1,0
WN2635,WN,SGN,JFK,2025-08-13 14:36:00,2025-08-13 14:36:00,2025-08-14 16:51:00,2025-08-14 16:54:00,0,,12618.6,Rain,2,8,0
WN6526,WN,SEA,SGN,2025-12-12 09:48:00,2025-12-12 09:48:00,2025-12-13 18:59:00,2025-12-13 19:03:00,0,,15999.2,Cloudy,4,12,0
WN5172,WN,DAD,DFW,2025-01-10 11:12:00,2025-01-10 11:12:00,2025-01-11 16:38:00,2025-01-11 16:40:00,0,,14209.2,Cloudy,4,1,0
NK3763,NK,DEN,ORD,2025-07-11 20:11:00,2025-07-11 20:58:00,2025-07-11 22:31:00,2025-07-11 23:19:00,47,Carrier Delay,1166.1,Cloudy,4,7,1
DL9850,DL,SFO,SEA,2025-11-12 14:22:00,2025-11-12 14:22:00,2025-11-12 15:42:00,2025-11-12 15:42:00,0,,678.2,Clear,2,11,0
VN561,VN,SFO,DFW,2025-11-08 17:09:00,2025-11-08 17:12:00,2025-11-08 20:51:00,2025-11-08 20:50:00,3,,1778.5,Clear,5,11,0
VJ2216,VJ,MIA,HAN,2025-07-10 10:01:00,2025-07-10 10:11:00,2025-07-11 12:44:00,2025-07-11 12:54:00,10,,12844.4,Cloudy,3,7,0
VJ267,VJ,ATL,LAX,2025-04-19 20:53:00,2025-04-19 21:28:00,2025-04-20 01:42:00,2025-04-20 02:12:00,35,Air Traffic Control,2344.7,Rain,5,4,1
VN7716,VN,ORD,SGN,2025-11-04 06:29:00,2025-11-04 06:29:00,2025-11-05 10:43:00,2025-11-05 10:40:00,0,,13595.6,Clear,1,11,0
B66675,B6,DFW,LAX,2025-07-03 14:13:00,2025-07-03 14:22:00,2025-07-03 17:22:00,2025-07-03 17:29:00,9,,1476.1,Clear,3,7,0
AA4757,AA,LAX,SGN,2025-10-07 22:00:00,2025-10-07 22:01:00,2025-10-09 06:24:00,2025-10-09 06:30:00,1,,15610.9,Rain,1,10,0
UA4485,UA,MIA,BOS,2025-07-27 12:31:00,2025-07-27 13:02:00,2025-07-27 15:13:00,2025-07-27 15:42:00,31,Late Aircraft,1310.3,Rain,6,7,1
UA6697,UA,HAN,SFO,2025-11-16 11:01:00,2025-11-16 11:03:00,2025-11-17 19:56:00,2025-11-17 19:55:00,2,,15785.4,Cloudy,6,11,0
AA4483,AA,SEA,ORD,2025-03-13 05:26:00,2025-03-13 05:34:00,2025-03-13 10:23:00,2025-03-13 10:28:00,8,,2403.6,Clear,3,3,0
NK1036,NK,BOS,HAN,2025-08-11 18:08:00,2025-08-11 18:12:00,2025-08-12 19:53:00,2025-08-12 19:59:00,4,,12287.3,Clear,0,8,0
UA1680,UA,SGN,BOS,2025-08-01 17:56:00,2025-08-01 18:35:00,2025-08-02 20:01:00,2025-08-02 20:45:00,39,Weather,12450.4,Clear,4,8,1
F91411,F9,JFK,LAX,2025-09-08 13:21:00,2025-09-08 15:08:00,2025-09-08 19:56:00,2025-09-08 21:40:00,107,Security,3114.0,Fog,0,9,1
VN6177,VN,SEA,ORD,2025-02-18 06:55:00,2025-02-18 06:55:00,2025-02-18 11:54:00,2025-02-18 11:57:00,0,,2403.6,Clear,1,2,0
F93985,F9,HAN,MIA,2025-06-21 18:19:00,2025-06-21 18:34:00,2025-06-22 20:56:00,2025-06-22 21:13:00,15,Carrier Delay,12844.4,Fog,5,6,1
VJ3013,VJ,BOS,ORD,2025-06-23 05:26:00,2025-06-23 05:53:00,2025-06-23 07:41:00,2025-06-23 08:13:00,27,Late Aircraft,1166.3,Clear,0,6,1
UA9051,UA,MIA,SGN,2025-10-12 05:07:00,2025-10-12 05:29:00,2025-10-13 07:58:00,2025-10-13 08:19:00,22,National Aviation System,12940.1,Rain,6,10,1
B68512,B6,ATL,JFK,2025-02-07 12:12:00,2025-02-07 12:22:00,2025-02-07 14:05:00,2025-02-07 14:15:00,10,,879.4,Rain,4,2,0
NK2402,NK,SEA,DAD,2025-10-16 20:18:00,2025-10-16 20:54:00,2025-10-18 05:47:00,2025-10-18 06:27:00,36,Weather,16052.0,Snow,3,10,1
UA6712,UA,DFW,ATL,2025-02-17 23:20:00,2025-02-17 23:20:00,2025-02-18 01:11:00,2025-02-18 01:16:00,0,,871.8,Clear,0,2,0
DL6402,DL,ORD,SEA,2025-02-01 10:58:00,2025-02-01 11:31:00,2025-02-01 16:02:00,2025-02-01 16:39:00,33,Weather,2403.6,Cloudy,5,2,1
AS3220,AS,DAD,ATL,2025-09-24 16:41:00,2025-09-24 16:45:00,2025-09-25 20:22:00,2025-09-25 20:24:00,4,,13346.6,Cloudy,2,9,0
AS8228,AS,MIA,ATL,2025-03-08 06:52:00,2025-03-08 06:57:00,2025-03-08 08:15:00,2025-03-08 08:16:00,5,,612.1,Clear,5,3,0
AS1970,AS,ATL,SGN,2025-07-28 05:52:00,2025-07-28 05:54:00,2025-07-29 09:38:00,2025-07-29 09:37:00,2,,13278.2,Clear,0,7,0
DL2801,DL,DFW,SEA,2025-06-07 16:02:00,2025-06-07 16:38:00,2025-06-07 20:03:00,2025-06-07 20:44:00,36,Carrier Delay,2011.9,Rain,5,6,1
VN1989,VN,DEN,BOS,2025-01-31 06:56:00,2025-01-31 06:56:00,2025-01-31 11:43:00,2025-01-31 11:48:00,0,,2329.3,Fog,4,1,0
VJ4602,VJ,LAX,JFK,2025-05-27 23:13:00,2025-05-27 23:13:00,2025-05-28 05:36:00,2025-05-28 05:40:00,0,,3114.0,Snow,1,5,0
DL5087,DL,DEN,HAN,2025-03-23 23:23:00,2025-03-23 23:23:00,2025-03-25 05:52:00,2025-03-25 05:47:00,0,,14580.0,Fog,6,3,0
B61970,B6,ATL,SEA,2025-10-13 13:31:00,2025-10-13 13:31:00,2025-10-13 19:13:00,2025-10-13 19:12:00,0,,2782.1,Cloudy,0,10,0
UA5952,UA,SFO,SGN,2025-04-08 08:13:00,2025-04-08 08:15:00,2025-04-09 17:29:00,2025-04-09 17:33:00,2,,15911.0,Fog,1,4,0
AS167,AS,LAX,BOS,2025-03-31 11:45:00,2025-03-31 11:45:00,2025-03-31 18:40:00,2025-03-31 18:36:00,0,,3321.7,Fog,0,3,0
B6741,B6,ORD,JFK,2025-03-04 13:53:00,2025-03-04 14:35:00,2025-03-04 15:47:00,2025-03-04 16:30:00,42,Air Traffic Control,979.2,Rain,1,3,1
NK585,NK,SFO,ATL,2025-09-04 16:00:00,2025-09-04 16:04:00,2025-09-04 21:35:00,2025-09-04 21:44:00,4,,2633.0,Rain,3,9,0
UA994,UA,DAD,JFK,2025-05-27 18:03:00,2025-05-27 18:05:00,2025-05-28 20:22:00,2025-05-28 20:23:00,2,,12670.6,Clear,1,5,0
DL8548,DL,SGN,SFO,2025-11-20 21:13:00,2025-11-20 21:16:00,2025-11-22 06:12:00,2025-11-22 06:18:00,3,,15911.0,Rain,3,11,0
VJ4157,VJ,DFW,ATL,2025-04-16 22:55:00,2025-04-16 22:55:00,2025-04-17 00:35:00,2025-04-17 00:36:00,0,,871.8,Cloudy,2,4,0
VJ3397,VJ,DAD,SEA,2025-02-01 14:49:00,2025-02-01 14:54:00,2025-02-03 00:14:00,2025-02-03 00:17:00,5,,16052.0,Rain,5,2,0
AS8308,AS,BOS,DAD,2025-11-15 19:07:00,2025-11-15 19:16:00,2025-11-16 21:05:00,2025-11-16 21:16:00,9,,12498.1,Clear,5,11,0
AA9566,AA,HAN,ATL,2025-03-13 12:49:00,2025-03-13 12:55:00,2025-03-14 16:16:00,2025-03-14 16:26:00,6,,13154.1,Clear,3,3,0
DL1084,DL,ORD,HAN,2025-04-13 21:06:00,2025-04-13 21:22:00,2025-04-15 01:05:00,2025-04-15 01:20:00,16,Security,13442.8,Rain,6,4,1
AA9936,AA,SEA,BOS,2025-08-30 08:11:00,2025-08-30 08:11:00,2025-08-30 15:29:00,2025-08-30 15:27:00,0,,3557.0,Clear,5,8,0
AS1596,AS,DAD,MIA,2025-09-13 16:46:00,2025-09-13 16:46:00,2025-09-14 19:55:00,2025-09-14 19:50:00,0,,13023.0,Clear,5,9,0
F92138,F9,ATL,SGN,2025-08-14 18:36:00,2025-08-14 19:08:00,2025-08-15 22:11:00,2025-08-15 22:44:00,32,Air Traffic Control,13278.2,Rain,3,8,1
WN1682,WN,DEN,SEA,2025-01-23 09:10:00,2025-01-23 09:28:00,2025-01-23 11:57:00,2025-01-23 12:19:00,18,Carrier Delay,1324.8,Cloudy,3,1,1
F95230,F9,SEA,SFO,2025-05-10 06:26:00,2025-05-10 06:28:00,2025-05-10 07:59:00,2025-05-10 07:57:00,2,,678.2,Fog,5,5,0
WN2007,WN,SEA,BOS,2025-12-27 08:00:00,2025-12-27 08:00:00,2025-12-27 15:34:00,2025-12-27 15:34:00,0,,3557.0,Cloudy,5,12,0
F95315,F9,DAD,ORD,2025-09-06 13:17:00,2025-09-06 13:17:00,2025-09-07 17:52:00,2025-09-07 17:55:00,0,,13649.1,Clear,5,9,0
VJ7663,VJ,HAN,DEN,2025-11-07 12:22:00,2025-11-07 12:26:00,2025-11-08 18:41:00,2025-11-08 18:43:00,4,,14580.0,Clear,4,11,0
AA5305,AA,MIA,LAX,2025-09-11 15:25:00,2025-09-11 15:28:00,2025-09-11 21:09:00,2025-09-11 21:08:00,3,,2689.7,Clear,3,9,0
AA6818,AA,DEN,SFO,2025-08-12 05:42:00,2025-08-12 05:48:00,2025-08-12 08:19:00,2025-08-12 08:20:00,6,,1231.4,Cloudy,1,8,0
AS9764,AS,DEN,SGN,2025-02-19 21:37:00,2025-02-19 22:11:00,2025-02-21 04:26:00,2025-02-21 05:05:00,34,Weather,14718.5,Clear,2,2,1
UA5348,UA,DFW,ATL,2025-12-15 06:59:00,2025-12-15 06:59:00,2025-12-15 08:40:00,2025-12-15 08:44:00,0,,871.8,Clear,0,12,0
VJ4767,VJ,DAD,SEA,2025-12-01 05:36:00,2025-12-01 06:19:00,2025-12-02 14:58:00,2025-12-02 15:42:00,43,Security,16052.0,Cloudy,0,12,1
WN8958,WN,HAN,LAX,2025-01-24 07:32:00,2025-01-24 07:32:00,2025-01-25 15:38:00,2025-01-25 15:37:00,0,,15495.7,Cloudy,4,1,0
AA4363,AA,DEN,SGN,2025-04-30 05:44:00,2025-04-30 05:44:00,2025-05-01 12:25:00,2025-05-01 12:30:00,0,,14718.5,Clear,2,4,0
B68365,B6,SEA,SGN,2025-03-17 13:41:00,2025-03-17 14:39:00,2025-03-18 23:08:00,2025-03-19 00:02:00,58,Weather,15999.2,Rain,0,3,1
AS9471,AS,BOS,SFO,2025-09-07 06:00:00,2025-09-07 06:00:00,2025-09-07 13:30:00,2025-09-07 13:29:00,0,,3559.6,Clear,6,9,0
F97705,F9,SGN,SEA,2025-06-16 08:41:00,2025-06-16 08:41:00,2025-06-17 18:03:00,2025-06-17 18:04:00,0,,15999.2,Clear,0,6,0
VJ9811,VJ,JFK,LAX,2025-04-17 14:41:00,2025-04-17 14:44:00,2025-04-17 21:02:00,2025-04-17 21:02:00,3,,3114.0,Fog,3,4,0
VJ6730,VJ,DFW,DAD,2025-08-02 09:57:00,2025-08-02 09:57:00,2025-08-03 15:36:00,2025-08-03 15:36:00,0,,14209.2,Clear,5,8,0
AA5609,AA,ATL,DFW,2025-01-14 18:45:00,2025-01-14 18:45:00,2025-01-14 20:28:00,2025-01-14 20:30:00,0,,871.8,Rain,1,1,0
DL3297,DL,ORD,HAN,2025-06-30 17:37:00,2025-06-30 17:40:00,2025-07-01 21:31:00,2025-07-01 21:33:00,3,,13442.8,Clear,0,6,0
WN5689,WN,SGN,ATL,2025-05-22 13:58:00,2025-05-22 13:58:00,2025-05-23 17:27:00,2025-05-23 17:22:00,0,,13278.2,Clear,3,5,0
AS2887,AS,SFO,DAD,2025-06-05 15:09:00,2025-06-05 15:13:00,2025-06-07 00:34:00,2025-06-07 00:38:00,4,,15979.4,Clear,3,6,0
B64459,B6,LAX,ATL,2025-08-27 17:46:00,2025-08-27 17:46:00,2025-08-27 22:29:00,2025-08-27 22:32:00,0,,2344.7,Cloudy,2,8,0
WN6031,WN,ORD,BOS,2025-08-02 18:58:00,2025-08-02 19:53:00,2025-08-02 21:31:00,2025-08-02 22:27:00,55,Weather,1166.3,Snow,5,8,1
F9992,F9,DAD,ATL,2025-05-27 22:58:00,2025-05-27 23:36:00,2025-05-29 02:43:00,2025-05-29 03:20:00,38,Air Traffic Control,13346.6,Fog,1,5,1
VJ5550,VJ,MIA,LAX,2025-02-23 11:52:00,2025-02-23 11:59:00,2025-02-23 17:35:00,2025-02-23 17:38:00,7,,2689.7,Cloudy,6,2,0
VJ2588,VJ,ATL,MIA,2025-03-17 10:26:00,2025-03-17 10:26:00,2025-03-17 11:39:00,2025-03-17 11:35:00,0,,612.1,Clear,0,3,0
UA4254,UA,JFK,DEN,2025-06-04 17:07:00,2025-06-04 17:07:00,2025-06-04 21:40:00,2025-06-04 21:43:00,0,,2132.5,Cloudy,2,6,0
VN4783,VN,ATL,SFO,2025-10-04 15:11:00,2025-10-04 15:11:00,2025-10-04 20:49:00,2025-10-04 20:46:00,0,,2633.0,Clear,5,10,0
NK9960,NK,ORD,JFK,2025-11-03 17:47:00,2025-11-03 18:07:00,2025-11-03 19:55:00,2025-11-03 20:11:00,20,Security,979.2,Rain,0,11,1
AA4531,AA,MIA,ATL,2025-11-06 23:10:00,2025-11-06 23:10:00,2025-11-07 00:16:00,2025-11-07 00:14:00,0,,612.1,Clear,3,11,0
F9226,F9,SFO,JFK,2025-06-09 15:21:00,2025-06-09 15:21:00,2025-06-09 22:27:00,2025-06-09 22:29:00,0,,3359.9,Clear,0,6,0
WN382,WN,SGN,HAN,2025-06-19 21:48:00,2025-06-19 21:53:00,2025-06-19 23:18:00,2025-06-19 23:28:00,5,,720.1,Clear,3,6,0
WN7348,WN,DAD,SFO,2025-05-27 20:24:00,2025-05-27 20:27:00,2025-05-29 05:35:00,2025-05-29 05:43:00,3,,15979.4,Cloudy,1,5,0
DL3056,DL,ORD,MIA,2025-07-28 18:18:00,2025-07-28 19:40:00,2025-07-28 21:00:00,2025-07-28 22:24:00,82,Security,1233.9,Clear,0,7,1
WN6126,WN,MIA,DEN,2025-03-02 21:09:00,2025-03-02 21:11:00,2025-03-03 01:20:00,2025-03-03 01:27:00,2,,1942.3,Clear,6,3,0
DL6507,DL,DAD,LAX,2025-04-20 06:35:00,2025-04-20 06:35:00,2025-04-21 15:14:00,2025-04-21 15:10:00,0,,15684.6,Snow,6,4,0
AS192,AS,DAD,LAX,2025-12-21 17:09:00,2025-12-21 17:42:00,2025-12-23 01:59:00,2025-12-23 02:36:00,33,Carrier Delay,15684.6,Cloudy,6,12,1
NK639,NK,LAX,DFW,2025-03-19 13:42:00,2025-03-19 14:06:00,2025-03-19 16:55:00,2025-03-19 17:24:00,24,Security,1476.1,Rain,2,3,1
AA5894,AA,ATL,SEA,2025-06-01 20:04:00,2025-06-01 20:04:00,2025-06-02 01:54:00,2025-06-02 01:52:00,0,,2782.1,Clear,6,6,0
AA7542,AA,DAD,BOS,2025-08-21 22:56:00,2025-08-21 22:57:00,2025-08-23 01:07:00,2025-08-23 01:04:00,1,,12498.1,Clear,3,8,0
VJ1876,VJ,MIA,DEN,2025-03-05 20:01:00,2025-03-05 20:02:00,2025-03-06 00:13:00,2025-03-06 00:15:00,1,,1942.3,Clear,2,3,0
WN2147,WN,ORD,SEA,2025-03-27 14:31:00,2025-03-27 15:31:00,2025-03-27 19:34:00,2025-03-27 20:34:00,60,Late Aircraft,2403.6,Fog,3,3,1
B64677,B6,MIA,SFO,2025-03-13 08:26:00,2025-03-13 08:28:00,2025-03-13 14:40:00,2025-03-13 14:46:00,2,,3016.8,Cloudy,3,3,0
VN4920,VN,ORD,ATL,2025-09-06 08:04:00,2025-09-06 08:22:00,2025-09-06 09:29:00,2025-09-06 09:49:00,18,Weather,623.1,Cloudy,5,9,1
B69689,B6,LAX,DEN,2025-06-20 18:35:00,2025-06-20 18:53:00,2025-06-20 20:47:00,2025-06-20 21:02:00,18,Carrier Delay,1031.8,Clear,4,6,1
DL1984,DL,HAN,ORD,2025-07-01 06:33:00,2025-07-01 06:33:00,2025-07-02 10:26:00,2025-07-02 10:27:00,0,,13442.8,Fog,1,7,0
DL681,DL,SEA,BOS,2025-12-08 15:35:00,2025-12-08 15:40:00,2025-12-08 23:09:00,2025-12-08 23:11:00,5,,3557.0,Cloudy,0,12,0
UA6606,UA,ORD,HAN,2025-08-20 22:13:00,2025-08-20 22:46:00,2025-08-22 02:13:00,2025-08-22 02:47:00,33,Late Aircraft,13442.8,Snow,2,8,1
NK4756,NK,MIA,ORD,2025-05-23 19:01:00,2025-05-23 19:04:00,2025-05-23 21:38:00,2025-05-23 21:42:00,3,,1233.9,Fog,4,5,0
AA3532,AA,ORD,DAD,2025-04-25 07:45:00,2025-04-25 08:12:00,2025-04-26 12:17:00,2025-04-26 12:42:00,27,Weather,13649.1,Cloudy,4,4,1
VJ762,VJ,SEA,ATL,2025-07-23 19:16:00,2025-07-23 20:21:00,2025-07-24 01:10:00,2025-07-24 02:12:00,65,Air Traffic Control,2782.1,Rain,2,7,1
WN8137,WN,JFK,ORD,2025-10-02 14:09:00,2025-10-02 14:31:00,2025-10-02 16:20:00,2025-10-02 16:40:00,22,Late Aircraft,979.2,Rain,3,10,1
F97170,F9,DAD,ATL,2025-05-12 09:35:00,2025-05-12 09:35:00,2025-05-13 13:28:00,2025-05-13 13:24:00,0,,13346.6,Cloudy,0,5,0
F91033,F9,ORD,ATL,2025-09-16 05:28:00,2025-09-16 05:28:00,2025-09-16 06:55:00,2025-09-16 06:57:00,0,,623.1,Rain,1,9,0
VN7964,VN,LAX,HAN,2025-05-23 15:23:00,2025-05-23 15:52:00,2025-05-24 23:45:00,2025-05-25 00:09:00,29,Air Traffic Control,15495.7,Fog,4,5,1
UA9476,UA,LAX,DAD,2025-02-04 11:58:00,2025-02-04 12:03:00,2025-02-05 20:31:00,2025-02-05 20:38:00,5,,15684.6,Clear,1,2,0
UA6518,UA,JFK,DEN,2025-02-13 17:49:00,2025-02-13 17:49:00,2025-02-13 22:12:00,2025-02-13 22:15:00,0,,2132.5,Snow,3,2,0
AA5532,AA,ATL,HAN,2025-12-12 08:40:00,2025-12-12 08:40:00,2025-12-13 12:05:00,2025-12-13 12:00:00,0,,13154.1,Clear,4,12,0
WN4854,WN,SFO,DEN,2025-12-20 15:21:00,2025-12-20 16:05:00,2025-12-20 18:02:00,2025-12-20 18:51:00,44,National Aviation System,1231.4,Clear,5,12,1
WN7932,WN,SFO,HAN,2025-08-21 07:07:00,2025-08-21 07:07:00,2025-08-22 15:53:00,2025-08-22 15:50:00,0,,15785.4,Rain,3,8,0
VJ6323,VJ,LAX,SFO,2025-12-12 18:39:00,2025-12-12 18:39:00,2025-12-12 19:39:00,2025-12-12 19:38:00,0,,373.5,Clear,4,12,0
VJ3241,VJ,LAX,HAN,2025-04-06 12:28:00,2025-04-06 12:28:00,2025-04-07 20:46:00,2025-04-07 20:44:00,0,,15495.7,Cloudy,6,4,0
B63938,B6,DEN,DFW,2025-03-18 13:44:00,2025-03-18 13:44:00,2025-03-18 15:12:00,2025-03-18 15:07:00,0,,712.6,Clear,1,3,0
NK5685,NK,HAN,MIA,2025-05-16 10:05:00,2025-05-16 10:05:00,2025-05-17 12:40:00,2025-05-17 12:45:00,0,,12844.4,Clear,4,5,0
B65742,B6,DAD,HAN,2025-03-12 19:32:00,2025-03-12 19:39:00,2025-03-12 20:32:00,2025-03-12 20:37:00,7,,393.5,Clear,2,3,0
VJ846,VJ,ORD,DAD,2025-05-27 07:33:00,2025-05-27 07:33:00,2025-05-28 12:06:00,2025-05-28 12:05:00,0,,13649.1,Clear,1,5,0
VN9742,VN,MIA,JFK,2025-12-27 21:59:00,2025-12-27 21:59:00,2025-12-28 00:12:00,2025-12-28 00:10:00,0,,1118.5,Clear,5,12,0
AS3882,AS,MIA,DAD,2025-05-09 12:51:00,2025-05-09 12:51:00,2025-05-10 15:58:00,2025-05-10 15:55:00,0,,13023.0,Cloudy,4,5,0
UA3507,UA,ATL,ORD,2025-12-22 12:18:00,2025-12-22 12:18:00,2025-12-22 13:45:00,2025-12-22 13:41:00,0,,623.1,Clear,0,12,0
NK5417,NK,SFO,SEA,2025-03-13 14:38:00,2025-03-13 15:44:00,2025-03-13 16:08:00,2025-03-13 17:10:00,66,Security,678.2,Rain,3,3,1
AA3421,AA,MIA,BOS,2025-03-20 20:04:00,2025-03-20 20:07:00,2025-03-20 22:52:00,2025-03-20 22:54:00,3,,1310.3,Clear,3,3,0
VN6317,VN,HAN,SFO,2025-03-27 06:35:00,2025-03-27 06:35:00,2025-03-28 15:19:00,2025-03-28 15:18:00,0,,15785.4,Cloudy,3,3,0
AS2734,AS,ORD,DEN,2025-11-07 18:54:00,2025-11-07 18:54:00,2025-11-07 21:18:00,2025-11-07 21:18:00,0,,1166.1,Cloudy,4,11,0
F92985,F9,SGN,DEN,2025-02-27 14:33:00,2025-02-27 14:33:00,2025-02-28 21:09:00,2025-02-28 21:13:00,0,,14718.5,Clear,3,2,0
F97492,F9,DFW,DEN,2025-12-01 13:24:00,2025-12-01 13:24:00,2025-12-01 14:51:00,2025-12-01 14:51:00,0,,712.6,Clear,0,12,0
UA5208,UA,HAN,DFW,2025-03-24 17:05:00,2025-03-24 17:30:00,2025-03-25 22:11:00,2025-03-25 22:40:00,25,Security,14019.6,Snow,0,3,1
DL696,DL,DEN,ATL,2025-07-25 08:28:00,2025-07-25 08:28:00,2025-07-25 11:40:00,2025-07-25 11:45:00,0,,1461.3,Clear,4,7,0
DL9907,DL,LAX,JFK,2025-06-27 19:06:00,2025-06-27 19:25:00,2025-06-28 01:31:00,2025-06-28 01:45:00,19,Air Traffic Control,3114.0,Fog,4,6,1
